Region,Total,Male,Female
KAVAINI,"1,844",858,986
KASANGA,"3,285","1,551","1,734"
WINZYEEI,"3,138","1,463","1,675"
WIKIVUVWA,"1,196",555,641
WINZYEEI,"1,942",908,"1,034"
KANYAA,"4,033","1,869","2,164"
KANYAA,"2,343","1,077","1,266"
KITULANI,"1,690",792,898
THAANA NZAU,"5,984","2,860","3,124"
YENZUVA,"2,724","1,339","1,385"
KYUSYANI,"1,725",791,934
THAANA,"1,535",730,805
NZELUNI,"7,403","3,557","3,846"
ILALAMBYU,"1,751",853,898
ILALAMBYU,912,438,474
MUNGALU,839,415,424
NZATANI,"3,405","1,652","1,753"
KALUU,732,350,382
MWANZILU,"1,638",774,864
NZATANI,"1,035",528,507
NZELUNI,"2,247","1,052","1,195"
KALIVE,"1,034",498,536
NZELUNI,"1,213",554,659
MUMONI,"29,344","13,748","15,596"
MUMONI CENTRAL,"16,714","7,791","8,923"
KATSE,"6,996","3,251","3,745"
KAMATHITU,"1,588",754,834
KONYU,"2,160","1,001","1,159"
MBARANI,"3,248","1,496","1,752"
MUTANDA,"4,781","2,179","2,602"
KALIWA,"1,882",843,"1,039"
MUTANDA,"1,249",580,669
WANGUTU,"1,650",756,894
NGUUKU,"4,937","2,361","2,576"
KATHIANI,"1,155",544,611
KATIA,"1,609",771,838
MUSOSYA,"2,173","1,046","1,127"
MUMONI SOUTH,"12,630","5,957","6,673"
KAKUYU,"7,602","3,620","3,982"
KAKUYU,"3,021","1,454","1,567"
KYANDALI,"2,563","1,182","1,381"
NGUNGANI,"2,018",984,"1,034"
MUKONG'A,"5,028","2,337","2,691"
IKOONGO,"3,071","1,435","1,636"
MUKONG'A,"1,957",902,"1,055"
MUTITU,"55,287","26,388","28,896"
MWITIKA,"55,287","26,388","28,896"
ENDAU,"9,715","4,724","4,990"
KATHUA,"1,595",800,795
KATUMBI,"1,768",838,930
NDETANI,"4,070","1,984","2,085"
YIUKU,"2,282","1,102","1,180"
KYAMATU,"9,483","4,418","5,065"
KYAMATU,"3,858","1,753","2,105"
MUTHUNGUE,"4,545","2,153","2,392"
NZANZU,"1,080",512,568
MALALANI,"7,770","3,780","3,990"
MAKUKA,"2,104",993,"1,111"
MALALANI,"1,863",914,949
SYOU,"1,565",760,805
TWAMBUI,"2,238","1,113","1,125"
MWITIKA,"13,788","6,433","7,353"
KATIKONI,"1,525",732,793
KAVINGO,"2,797","1,303","1,494"
KIKUU,"3,995","1,820","2,173"
KILAA,"2,823","1,343","1,480"
MAKONGO,"2,648","1,235","1,413"
ZOMBE,"14,531","7,033","7,498"
KASUNGUNI,"2,912","1,416","1,496"
MALATANI,"5,169","2,460","2,709"
NGUNGI,"1,842",924,918
THUA,"4,608","2,233","2,375"
MUTITU NORTH,"21,215","10,337","10,877"
MUTITU,"21,215","10,337","10,877"
KALIKU,"9,749","4,677","5,072"
KAVUTENI,"2,199","1,082","1,117"
KAWALA,"2,774","1,328","1,446"
KYAIMU,"1,600",793,807
MANYOENI,"3,176","1,474","1,702"
MUTITU,"11,466","5,660","5,805"
ITIKO,"2,015",978,"1,037"
KITOO,"4,173","2,061","2,111"
MASASINI,"1,447",735,712
MUSUKINI,"3,831","1,886","1,945"
MUTOMO,"113,356","54,819","58,531"
IKANGA,"37,430","18,126","19,301"
IKANGA,"21,927","10,600","11,326"
ILUSYA,"1,752",822,930
ITHUMULA,"4,249","2,043","2,206"
KATHUNGU,"6,021","2,892","3,129"
KIANGWA,"4,514","2,201","2,313"
MAKELLE,"2,698","1,328","1,370"
NDUUNDUNE,"2,693","1,314","1,378"
KYATUNE,"15,503","7,526","7,975"
KYATUNE,"3,847","1,913","1,933"
NDATANI,"2,491","1,268","1,222"
NGWANI,"4,026","1,887","2,139"
VOTE,"2,145","1,035","1,110"
YONGELA,"2,994","1,423","1,571"
MUTHA,"33,634","16,206","17,427"
MATHIMA,"12,246","5,764","6,481"
KENGO,"2,360","1,151","1,209"
KIATI,"2,203","1,028","1,175"
KIIMANI,"2,136","1,018","1,117"
KIVYUNI,"2,635","1,248","1,387"
MIVUNI,"1,416",629,787
NDILILI,"1,496",690,806
MUTHA,"11,861","5,814","6,047"
KAATENE,"2,462","1,184","1,278"
KALAMBANI,"2,312","1,130","1,182"
NGAANI,"7,087","3,500","3,587"
NDAKANI,"9,527","4,628","4,899"
ISAA,"2,322","1,125","1,197"
KALIA KATUNE,"3,187","1,542","1,645"
NDAKANI,"4,018","1,961","2,057"
MUTOMO,"26,651","13,032","13,618"
KIBWEA,"13,871","6,759","7,112"
KAWELU,"7,246","3,556","3,690"
KIBWEYA,"3,386","1,623","1,763"
UAE,"3,239","1,580","1,659"
MUTOMO,"12,780","6,273","6,506"
KANDAE,"3,107","1,585","1,522"
KITOO,"5,301","2,572","2,729"
MWALA,"4,372","2,116","2,255"
VOO,"15,641","7,455","8,185"
VOO,"15,641","7,455","8,185"
IMALE,"1,995",990,"1,005"
KASASI,"3,516","1,702","1,813"
KIANGINE,"2,193","1,028","1,165"
KYAANGO,"3,297","1,534","1,763"
NZUNGUNI,"4,640","2,201","2,439"
MWINGI CENTRAL,"108,713","52,539","56,174"
CENTRAL,"47,353","22,982","24,371"
ENZIU,"7,462","3,599","3,863"
ENZUI,"4,798","2,345","2,453"
KANZUI,"2,664","1,254","1,410"
KAVUVWANI,"18,484","8,899","9,585"
KAVUONI,"2,132","1,024","1,108"
KAVUVWANI,"2,805","1,335","1,470"
MWINGI,"13,547","6,540","7,007"
KIVOU,"7,596","3,712","3,884"
KISAMA,"2,883","1,382","1,501"
KIVOU,"4,713","2,330","2,383"
MWINGI,"13,811","6,772","7,039"
ITHUMBI,"4,529","2,237","2,292"
KYANIKA,"9,282","4,535","4,747"
KIOMO,"22,663","10,908","11,755"
KAIRUNGU,"5,828","2,770","3,058"
KAIRUNGU,"3,468","1,640","1,828"
KAKONGO,"2,360","1,130","1,230"
KIOMO,"6,601","3,202","3,399"
KIOMO,"4,196","2,059","2,137"
MBONDONI,"2,405","1,143","1,262"
KYETHANI,"10,234","4,936","5,298"
ITENDEU,"2,072",980,"1,092"
KARURA,"2,689","1,339","1,350"
KYETHANI,"2,340","1,104","1,236"
WIKITHUKI,"3,133","1,513","1,620"
MUMBUNI,"16,417","7,865","8,552"
KALISASI,"2,168","1,064","1,104"
KALISASI,"1,123",544,579
MATETA,"1,045",520,525
KANZANZU,"3,082","1,450","1,632"
KANZANZU,"2,059",975,"1,084"
MULANGA,"1,023",475,548
KATALWA,"2,550","1,253","1,297"
KATALWA,"1,617",789,828
MUTWAATHI,933,464,469
KISOVO,"3,783","1,840","1,943"
KILULU,"1,484",709,775
KISOVO,"2,299","1,131","1,168"
MATHYAKANI,"2,206","1,036","1,170"
MATHYAKANI,"1,094",504,590
NGUNINI,"1,112",532,580
MUMBUNI,"2,628","1,222","1,406"
KISUNGULA,785,376,409
KWANUNGU,"1,843",846,997
WAITA,"22,280","10,784","11,496"
ENDUI,"5,430","2,596","2,834"
KATITIKA,"3,540","1,707","1,833"
NYAANYAA,"1,890",889,"1,001"
MUTWANGOMBE,"4,539","2,138","2,401"
KATHOKA,"1,614",766,848
MURWANA,"2,925","1,372","1,553"
MWAMBUI,"6,135","2,979","3,156"
IKUUSYA,"3,139","1,520","1,619"
MWAMBUI,"2,996","1,459","1,537"
WAITA,"6,176","3,071","3,105"
THONOA,"2,755","1,275","1,480"
WAITA,"3,421","1,796","1,625"
MWINGI EAST,"85,139","40,314","44,820"
MUI,"23,091","11,048","12,041"
KALITINI,"5,984","2,889","3,095"
ITIKO,"3,026","1,447","1,579"
YUMBU,"2,958","1,442","1,516"
MATHUKI,"4,297","2,071","2,225"
KIMONGO,"1,670",784,886
KITISE,"2,627","1,287","1,339"
MUI,"12,810","6,088","6,721"
KATHUMO,"1,135",526,609
LUNDI,"3,523","1,657","1,866"
NDUVANI,"1,076",513,563
NGILUNI,"3,282","1,605","1,676"
NGOO,"2,046",951,"1,095"
NGUNGI,"1,748",836,912
NGUNI,"33,647","15,832","17,812"
IMBA,"6,678","3,060","3,617"
KAMUTIU,"2,438","1,097","1,341"
MWALALI,"4,240","1,963","2,276"
MAAI,"5,845","2,768","3,077"
KITHUMULA,"2,971","1,380","1,591"
KYAVYUKA,"2,874","1,388","1,486"
MBUVU,"7,290","3,424","3,865"
KAKUNIKE,"2,688","1,296","1,391"
KALANGA,"1,829",883,946
MBUVU,"2,773","1,245","1,528"
NGUNI,"8,509","4,072","4,437"
MATHYAKANI,"2,525","1,202","1,323"
MWASUMA,"5,984","2,870","3,114"
UKASI,"5,325","2,508","2,816"
UKASI,"5,325","2,508","2,816"
NUU,"28,401","13,434","14,967"
KAVINDU,"5,580","2,542","3,038"
KYANGATI,"2,670","1,207","1,463"
NGUUNI,"2,910","1,335","1,575"
MUTYANGOME,"6,585","3,068","3,517"
MUANGENI,"1,671",784,887
MUTYANGOME,"1,748",777,971
NGIENI,"3,166","1,507","1,659"
MWAMBIU,"2,919","1,398","1,521"
MUTULU,"1,648",767,881
MWAMBIU,"1,271",631,640
NUU,"3,235","1,579","1,656"
NGAANI,"3,235","1,579","1,656"
NYAANI,"3,324","1,622","1,702"
KYAMBU,"1,659",802,857
NYAANI,"1,665",820,845
WINGENI,"6,758","3,225","3,533"
MALAWA,"6,758","3,225","3,533"
NZAMBANI,"46,788","22,929","23,857"
CHULUNI,"25,372","12,610","12,760"
KYANIKA,"13,198","6,694","6,504"
KAVALULA,"2,966","1,512","1,454"
KILONZO,"3,849","1,901","1,948"
MWEMBE TAYARI,"6,383","3,281","3,102"
MALUMA,"12,174","5,916","6,256"
ITHUMULA,"3,993","1,950","2,041"
KAANGWENI,"8,181","3,966","4,215"
NZANGATHI,"11,139","5,419","5,720"
KANDUTI,"4,587","2,209","2,378"
KATUMBU,"1,992",965,"1,027"
NDUNGA,"2,595","1,244","1,351"
KYALELE,"6,552","3,210","3,342"
KALUVA,"3,252","1,603","1,649"
KIVUMBUNI,"3,300","1,607","1,693"
THUA,"10,277","4,900","5,377"
KENZE,"5,481","2,589","2,892"
KANGUU,"2,029",994,"1,035"
KYANZAI,"3,452","1,595","1,857"
NGUNGI,"4,796","2,311","2,485"
INYUU,"3,274","1,583","1,691"
KITHO,"1,522",728,794
THAGICU,"15,136","7,141","7,994"
MUMONI NORTH,"15,136","7,141","7,994"
KANTHUNGU,"7,322","3,455","3,866"
GATORONI,"1,642",750,892
KAMAINDI,"3,237","1,541","1,696"
KANTHUNGU,"2,443","1,164","1,278"
THARAKA,"7,814","3,686","4,128"
GACIGONGO,"3,162","1,490","1,672"
GAKOMBE,"3,416","1,625","1,791"
KANYENGYA,"1,236",571,665
TSEIKURU,"40,871","19,619","21,252"
MASYUNGWA,"13,652","6,505","7,147"
KATUMBI,"4,201","2,017","2,184"
KATILINGE,"2,267","1,122","1,145"
KYANDANI,"1,934",895,"1,039"
MASYUNGWA,"5,886","2,763","3,123"
KASAINI,"3,351","1,581","1,770"
KITOVOTO,"2,535","1,182","1,353"
MULANGONI,"3,565","1,725","1,840"
KATHIANI,"1,656",801,855
MUTHUNGUE,"1,909",924,985
MUSAVANI,"14,281","6,880","7,401"
KANINGO,"6,073","2,901","3,172"
KAMUTHANGA,"1,358",657,701
KANINGO,"2,200","1,036","1,164"
NGERENI,"2,515","1,208","1,307"
MUSAVANI,"4,784","2,332","2,452"
KYENINI,"1,142",551,591
NGOMANO,"2,160","1,026","1,134"
WIKITHUKI,"1,482",755,727
USUENI,"3,424","1,647","1,777"
KYAMALUTU,"1,733",806,927
USUENI,"1,691",841,850
TSEIKURU,"12,938","6,234","6,704"
KAIVIRYA,"5,081","2,486","2,595"
KAIVIRYA,507,261,246
KALIMBUI,"1,308",655,653
KANGARAI,542,276,266
NZIITU,946,449,497
TOWNSHIP,"1,778",845,933
MWANGEA,"1,445",681,764
KILAWA,514,230,284
MWANGEA,442,216,226
SUMONI,489,235,254
NGALANGE,"2,696","1,297","1,399"
KATHUNGU,"1,211",579,632
NGALANGE,"1,485",718,767
NGONGONI,"1,595",762,833
CIOKEREKE,672,325,347
NGONGONI,923,437,486
NZANZENI,"2,121","1,008","1,113"
KASYATHYONI,"1,118",536,582
MWANGENI,"1,003",472,531
MACHAKOS,"1,421,932","710,707","711,191"
ATHI RIVER,"322,499","164,322","158,172"
KATANI/MLOLONGO,"173,592","87,323","86,268"
GITHUNGURI,"31,552","15,083","16,468"
GITHUNGURI,"31,552","15,083","16,468"
KATANI,"12,104","6,357","5,747"
KATANI,"9,897","5,072","4,825"
NGELANI,"2,207","1,285",922
MLOLONGO,"129,936","65,883","64,053"
MLOLONGO,"93,074","48,849","44,225"
SYOKIMAU,"36,862","17,034","19,828"
KINANIE/MATHATANI,"28,479","15,521","12,957"
KINANIE,"28,479","15,521","12,957"
KINANIE,"10,104","5,488","4,616"
KWAMBOO,"2,494","1,434","1,060"
MATHATANI,"15,881","8,599","7,281"
LUKENYA,"35,522","18,485","17,036"
LUKENYA,"35,522","18,485","17,036"
KAMULU,"4,611","2,397","2,214"
MUTHWANI,"30,911","16,088","14,822"
MAVOKO,"84,906","42,993","41,911"
ATHI RIVER,"55,464","28,116","27,347"
ATHI RIVER NORTH,"1,789",948,841
ATHI RIVER TOWNSHIP,"52,997","26,833","26,163"
OLOSHAIKI,678,335,343
MAVOKO,"29,442","14,877","14,564"
MAVOKO,"12,737","6,749","5,988"
KANAANI,"16,705","8,128","8,576"
KALAMA,"54,462","26,764","27,692"
KALAMA,"54,462","26,764","27,692"
KALAMA,"11,834","5,829","6,005"
KIITINI,"6,519","3,258","3,261"
NZIUNI,"5,315","2,571","2,744"
KIMUTWA,"14,648","7,508","7,139"
KAATHI,"3,412","1,696","1,715"
KIMUTWA,"5,974","3,024","2,950"
KONZA,"2,017","1,166",851
KYANZASU,"3,245","1,622","1,623"
KOLA,"12,801","6,088","6,711"
IIUNI,"4,874","2,369","2,504"
KATANGA,"7,927","3,719","4,207"
KYANGALA,"7,215","3,407","3,807"
KAKAYUNI,"2,635","1,282","1,353"
KINOI,"2,376","1,095","1,280"
KYANGALA,"2,204","1,030","1,174"
LUMBWA,"7,964","3,932","4,030"
MUUMANDU,"7,964","3,932","4,030"
KANGUNDO,"97,917","48,697","49,219"
KAKUYUNI,"25,945","12,929","13,016"
KAKUYUNI,"4,446","2,175","2,271"
KAKUYUNI,"4,446","2,175","2,271"
KATHAANA,"6,260","3,176","3,084"
KATHAANA,"3,447","1,748","1,699"
KITHONGONI,"2,813","1,428","1,385"
KATHEINI,"3,877","1,945","1,932"
KAVILINGUNI,"3,877","1,945","1,932"
KAWETHEI,"11,362","5,633","5,729"
KAWETHEI,"3,714","1,827","1,887"
MBUSYANI,"3,699","1,823","1,876"
MUKUNIKE,"3,949","1,983","1,966"
KANGUNDO,"47,809","23,818","23,990"
ISINGA,"14,096","7,008","7,088"
MATETANI,"5,643","2,828","2,815"
MULINGANA,"2,495","1,206","1,289"
ISINGA,"5,958","2,974","2,984"
KANGUNDO,"11,620","5,815","5,805"
MAIUNI,"5,103","2,519","2,584"
MUISUNI,"6,517","3,296","3,221"
KANZALU,"14,420","7,143","7,276"
KIKAMBUANI,"3,776","1,867","1,909"
KILIKU,"2,399","1,173","1,226"
MBILINI,"5,051","2,508","2,542"
NDUNDUNI,"3,194","1,595","1,599"
KITWII,"7,673","3,852","3,821"
KAWAUNI,"3,605","1,817","1,788"
KITWII,"4,068","2,035","2,033"
KIVAANI,"14,482","7,197","7,285"
KIVAANI,"14,482","7,197","7,285"
IIA-ITUNE,"4,714","2,402","2,312"
KATITU,"2,738","1,330","1,408"
KIVI,"2,074","1,056","1,018"
MIU,"2,488","1,204","1,284"
NGUMUTI,"2,468","1,205","1,263"
KYEVALUKI,"9,681","4,753","4,928"
KYEVALUKI,"9,681","4,753","4,928"
KATHOME,"4,060","1,981","2,079"
KYEVALUKI,"5,621","2,772","2,849"
KATHIANI,"111,890","54,910","56,976"
IVETI,"29,960","14,883","15,076"
IVETI,"29,960","14,883","15,076"
IVETI,"3,708","1,874","1,834"
KAANI,"4,727","2,342","2,385"
KALILUNI,"9,189","4,583","4,605"
KITUNDUNI,"3,981","1,943","2,038"
KOMBU,"4,748","2,352","2,396"
MBUUNI,"3,607","1,789","1,818"
KATHIANI,"48,486","23,430","25,055"
KAEWA,"23,558","11,382","12,176"
ITHAENI,"4,453","2,143","2,310"
KAEWA,"5,509","2,644","2,865"
KALUNGA,"4,695","2,303","2,392"
KAUTI,"4,878","2,358","2,520"
KITHIA,"4,023","1,934","2,089"
KATHIANI,"24,928","12,048","12,879"
KAIANI,"5,385","2,592","2,793"
KATHIANI,"5,975","2,889","3,086"
LITA,"3,314","1,600","1,714"
MBEE,"5,138","2,514","2,624"
NGOLENI,"5,116","2,453","2,662"
MITABONI,"33,444","16,597","16,845"
MITABONI,"33,444","16,597","16,845"
KINYAU,"6,755","3,441","3,314"
MATHUNYA,"4,454","2,217","2,236"
MITABONI,"7,795","3,863","3,932"
MIUMBUNI,"4,917","2,437","2,480"
NGIINI,"5,176","2,553","2,623"
THINU,"4,347","2,086","2,260"
MACHAKOS,"170,606","85,486","85,114"
CENTRAL,"111,322","55,236","56,082"
KIIMA KIMWE,"27,272","13,462","13,807"
KATOLONI,"8,245","3,963","4,280"
KIIMA KIMWE,"2,299","1,163","1,136"
MBILINI,"2,344","1,178","1,166"
MUTHINI,"11,145","5,447","5,697"
MWANYANI,"3,239","1,711","1,528"
MUMBUNI,"59,926","29,559","30,367"
KASINGA,"9,916","4,953","4,963"
LOWER KIANDANI,"17,841","8,554","9,287"
MISAKWANI,"9,296","4,824","4,472"
MUNGALA,"10,645","5,244","5,401"
UPPER KIANDANI,"12,228","5,984","6,244"
MUVUTI,"10,641","5,352","5,288"
KIVANDINI,"6,156","3,038","3,117"
MUVUTI,"4,485","2,314","2,171"
TOWNSHIP,"13,483","6,863","6,620"
EASTLEIGH,"6,171","3,256","2,915"
MJINI,"7,312","3,607","3,705"
MUTITUNI,"34,705","17,258","17,446"
MUA,"8,805","4,507","4,297"
KYAANI,"1,756",906,850
KYANDA,"2,977","1,491","1,486"
MUA HILLS,"4,072","2,110","1,961"
MUTITUNI,"14,314","7,033","7,281"
KIVUTINI,"4,192","2,039","2,153"
MUTITUNI,"6,141","3,038","3,103"
NDUU,"3,981","1,956","2,025"
NGELANI,"11,586","5,718","5,868"
KAMUTHANGA,"3,633","1,750","1,883"
NGELANI,"4,075","2,059","2,016"
NZOWENI,"3,878","1,909","1,969"
VOTA,"24,579","12,992","11,586"
KATHEKA KAI,"24,579","12,992","11,586"
KATELEMBO,"9,579","5,005","4,574"
KATHEKA KAI,"5,082","2,631","2,451"
KITANGA,"4,642","2,479","2,162"
MIKUYU,"5,276","2,877","2,399"
MASINGA,"148,522","73,519","75,001"
EKALAKALA,"22,472","11,125","11,347"
EKALAKALA,"14,336","7,095","7,241"
EKALAKALA,"9,841","4,861","4,980"
NZUKINI,"4,495","2,234","2,261"
IKAATINI,"8,136","4,030","4,106"
IKAATINI,"3,501","1,743","1,758"
ITUNDUIMUNI,"4,635","2,287","2,348"
MASINGA,"77,675","38,097","39,577"
KANGONDE,"17,040","8,394","8,646"
KANGONDE,"4,442","2,193","2,249"
KIKUMINI,"5,278","2,572","2,706"
MIKUYUNI,"3,332","1,637","1,695"
MUSINGINI,"3,988","1,992","1,996"
KITHYOKO,"20,207","9,742","10,465"
THATHA,"5,623","2,687","2,936"
EENDEI,"3,631","1,766","1,865"
KITHYOKO,"6,359","3,084","3,275"
MIANGENI,"4,594","2,205","2,389"
KIVAA,"20,272","10,000","10,272"
IIANI,"3,561","1,773","1,788"
KYONDONI,"2,864","1,375","1,489"
KAEWA,"5,308","2,599","2,709"
KIVAA,"8,539","4,253","4,286"
MASINGA,"20,156","9,961","10,194"
KATULYE,"5,478","2,682","2,796"
MUKUSU,"5,042","2,519","2,522"
MUSUMAA,"3,675","1,785","1,890"
MASINGA,"5,961","2,975","2,986"
NDITHINI,"48,375","24,297","24,077"
MANANJA,"15,313","7,779","7,534"
KASUVILO,"5,875","3,021","2,854"
MANANJA,"9,438","4,758","4,680"
MUTHESYA,"16,936","8,386","8,549"
KATHUKINI,"5,684","2,805","2,879"
KIKULE,"5,372","2,734","2,638"
MUTHESYA,"5,880","2,847","3,032"
NDITHINI,"16,126","8,132","7,994"
KIATINENI,"6,076","3,111","2,965"
MILAANI,"4,420","2,286","2,134"
NDITHINI,"5,630","2,735","2,895"
MATUNGULU,"161,557","81,145","80,407"
CENTRAL,"22,480","11,418","11,062"
KALANDINI,"10,785","5,358","5,427"
KALANDINI,"5,493","2,702","2,791"
KATANGINI,"2,927","1,468","1,459"
MBUNI,"2,365","1,188","1,177"
MATUU,"11,695","6,060","5,635"
KWALE,"4,610","2,398","2,212"
MATUU,"4,245","2,134","2,111"
WENDANO,"2,840","1,528","1,312"
KYANZAVI,"43,149","21,596","21,552"
KIBOKO,"16,135","8,025","8,110"
KIBOKO,"11,546","5,727","5,819"
UAMANI,"4,589","2,298","2,291"
KYANZAVI,"11,325","5,683","5,641"
KAYATTA,"5,575","2,759","2,816"
KIANZAMBE,"3,380","1,704","1,676"
KWA KUMBU,"2,010","1,025",984
KAYANZAVI,360,195,165
KYELENI,"15,689","7,888","7,801"
KITULUNI,"3,592","1,820","1,772"
KWOSAU,"3,717","1,880","1,837"
KYELENI,"5,858","2,937","2,921"
NZAMBANI,"2,478","1,235","1,243"
OLDONYO SABUK FOREST,44,16,28
MATUNGULU,"95,928","48,131","47,793"
KOMAROCK,"23,837","12,256","11,580"
KOMA,"16,961","8,612","8,349"
MUKENGESYA,"6,876","3,644","3,231"
MATHEINI,"11,566","5,698","5,868"
KATHEKA,"3,397","1,669","1,728"
KING'OTI,"2,389","1,189","1,200"
MATHEINI,"5,780","2,840","2,940"
MATUNGULU,"10,997","5,459","5,538"
KAMBUSU,"4,182","2,074","2,108"
MUTHWANI,"2,935","1,467","1,468"
MWATATI,"3,880","1,918","1,962"
NGULUNI,"17,972","8,989","8,982"
KITHIMANI,"4,466","2,216","2,250"
KITHUANI,"4,972","2,553","2,419"
KWANGII,"3,001","1,517","1,483"
NGULUNI,"5,533","2,703","2,830"
TALA,"31,556","15,729","15,825"
KATINE,"9,598","4,750","4,847"
KYAUME,"11,098","5,532","5,566"
SENGANI,"10,860","5,447","5,412"
MWALA,"181,896","90,427","91,466"
KIBAUNI,"19,209","9,432","9,777"
IKALAASA,"9,028","4,394","4,634"
KAMUTHWA,"3,049","1,511","1,538"
MATULANI,"1,428",703,725
NDITHINI,"1,847",889,958
NGUNGI,"2,704","1,291","1,413"
KIBAUNI,"5,256","2,552","2,704"
ITUMBULE,"1,906",923,983
KITILE,"1,551",754,797
MUKAA,"1,799",875,924
NGOMANO,"4,925","2,486","2,439"
KILALA,"3,319","1,670","1,649"
KIUNDWANI,"1,606",816,790
MASII,"61,332","30,622","30,709"
MAKUTANO,"9,552","4,872","4,679"
EMBUI,"4,503","2,321","2,181"
KYAMUTWII,"2,411","1,271","1,140"
MATHUNTHINI,"2,638","1,280","1,358"
MANGO,"5,661","2,824","2,837"
KYANGANGA,"3,286","1,624","1,662"
WETAA,"2,375","1,200","1,175"
MASII,"22,395","11,244","11,151"
KAVUMBU,"2,974","1,464","1,510"
KITHANGAINI,"3,913","1,964","1,949"
MBAANI,"2,968","1,496","1,472"
MITHINI,"5,056","2,627","2,429"
UTITHINI,"7,484","3,693","3,791"
MUTHETHENI,"13,367","6,551","6,816"
KALIAMBEU,"3,080","1,481","1,599"
KANG'ETHE,"2,131","1,045","1,086"
KIONYWENI,"2,295","1,148","1,147"
KYETHIVO,"3,609","1,751","1,858"
NTHAANI,"2,252","1,126","1,126"
VYULYA,"10,357","5,131","5,226"
MITHANGA,"2,711","1,258","1,453"
MUUSINI,"2,397","1,194","1,203"
UUNI,"5,249","2,679","2,570"
MWALA,"61,559","30,626","30,932"
KATHAMA,"12,516","6,205","6,311"
ETIKONI,"2,278","1,132","1,146"
KATITU,"1,819",927,892
KWA MUTULA,"2,946","1,451","1,495"
MUTHWANI,"3,002","1,456","1,546"
ULAANI,"2,471","1,239","1,232"
KYAWANGO,"6,982","3,487","3,495"
KANGII,"1,456",732,724
KYAWANGO,"1,619",806,813
MAWELI,"3,907","1,949","1,958"
MBIUNI,"23,913","11,909","12,003"
KABAA,"4,396","2,234","2,162"
MAKILIVA,"3,693","1,858","1,834"
MBIUNI,"4,489","2,237","2,252"
MUMBUNI,"6,717","3,327","3,390"
NYAANYAA,"4,618","2,253","2,365"
MWALA,"18,148","9,025","9,123"
KAMWALA,"5,011","2,525","2,486"
KIBAU,"4,566","2,219","2,347"
KIVANDINI,"1,972",995,977
MYANYANI,"3,434","1,723","1,711"
NGULINI,"3,165","1,563","1,602"
YATHUI,"39,796","19,747","20,048"
MIU,"11,663","5,760","5,902"
KALAMBA,"2,375","1,133","1,241"
KIKULUMI,"1,553",816,737
KYAWIKYO,"1,674",815,859
NGAMBA,"2,259","1,105","1,154"
UTITHINI,"3,802","1,891","1,911"
WAMUNYU,"16,695","8,309","8,386"
KAITHA,"3,251","1,635","1,616"
KAMBITI,"3,795","1,923","1,872"
KILEMBWA,"2,401","1,164","1,237"
KYAWANGO,"4,211","2,095","2,116"
NYAANI,"3,037","1,492","1,545"
YATHUI,"11,438","5,678","5,760"
KWAKALA,"2,780","1,379","1,401"
KYAMATULA,"4,195","2,094","2,101"
KYANGULUMI,"4,463","2,205","2,258"
YATTA,"172,583","85,437","87,144"
IKOMBE,"38,124","18,250","19,874"
IKOMBE,"18,154","8,647","9,507"
IKOMBE,"9,013","4,239","4,774"
KITHEUNI,"5,224","2,464","2,760"
KYASIONI,"3,917","1,944","1,973"
KINYAATA,"19,970","9,603","10,367"
KINYAATA,"6,199","2,947","3,252"
MAKUTANO,"6,193","3,043","3,150"
MATHINGAU,"7,578","3,613","3,965"
KATANGI,"24,566","12,002","12,562"
KATANGI,"11,924","5,775","6,147"
KATANGI,"5,999","2,892","3,106"
MEKILINGI,"5,925","2,883","3,041"
KYUA,"12,642","6,227","6,415"
SYOKISINGA,"5,179","2,510","2,669"
KYUA,"7,463","3,717","3,746"
MATUU,"60,118","30,148","29,970"
MATUU,"33,692","16,552","17,140"
KAKUMINI,"6,791","3,418","3,373"
KALULUINI,"6,974","3,509","3,465"
KATULANI,"4,878","2,404","2,474"
MATUU,"15,049","7,221","7,828"
NDALANI,"26,426","13,596","12,830"
KIVINGONI,"9,413","4,653","4,760"
MAMBA,"10,448","5,776","4,672"
NDALANI,"6,565","3,167","3,398"
YATTA,"49,775","25,037","24,738"
KITHIMANI,"31,213","15,742","15,471"
KAMBI YA NDEKE,"8,158","4,085","4,073"
KITHENDU,"12,680","6,417","6,263"
KITHIMANI,"10,375","5,240","5,135"
MAVOLONI,"18,562","9,295","9,267"
KISIIKI,"4,890","2,451","2,439"
KWANDOLO,"7,344","3,595","3,749"
MAVOLONI,"6,328","3,249","3,079"
MAKUENI,"987,653","489,691","497,942"
KATHONZWENI,"79,780","39,335","40,442"
KANTHUNI,"9,040","4,419","4,620"
KANTHUNI,"9,040","4,419","4,620"
IVINGA - NZIA,"3,131","1,540","1,590"
KANTHUNI,"3,067","1,467","1,600"
YEKANGA,"2,842","1,412","1,430"
KATHONZWENI,"21,878","10,700","11,176"
KATHONZWENI,"12,895","6,344","6,549"
ITUKA,"7,270","3,532","3,738"
THAVU,"5,625","2,812","2,811"
KWAKAVISI,"8,983","4,356","4,627"
KAVINGONI,"4,840","2,380","2,460"
KWAKAVISI,"4,143","1,976","2,167"
KITHUKI,"12,486","6,083","6,403"
KANZOKEA,"6,187","3,002","3,185"
KIMUNDI,"3,077","1,460","1,617"
YINTHUNGU,"3,110","1,542","1,568"
